leaid,locale,locale2
3015990,43,Rural
3016020,43,Rural
3016050,43,Rural
3016110,41,Rural
3016200,31,Town
3016230,31,Town
3016290,43,Rural
3016490,33,Town
3016530,33,Town
3016710,43,Rural
3016770,43,Rural
3016810,43,Rural
3016880,33,Town
3016950,22,Suburban
3017010,43,Rural
3017040,43,Rural
3017130,41,Rural
3017190,42,Rural
3017340,43,Rural
3017370,43,Rural
3017460,43,Rural
3017520,42,Rural
3017580,43,Rural
3017610,42,Rural
3017640,42,Rural
3017700,43,Rural
3018060,43,Rural
3018170,43,Rural
3018210,43,Rural
3018240,43,Rural
3018270,43,Rural
3018290,43,Rural
3018410,33,Town
3018540,13,City
3018570,13,City
3018660,42,Rural
3018750,41,Rural
3018780,42,Rural
3018870,43,Rural
3018900,43,Rural
3018960,42,Rural
3019170,43,Rural
3019310,43,Rural
3019500,43,Rural
3019530,43,Rural
3019740,43,Rural
3019950,43,Rural
3020040,42,Rural
3020070,42,Rural
3020100,33,Town
3020170,43,Rural
3020240,43,Rural
3020670,42,Rural
3020690,43,Rural
3020790,41,Rural
3020850,43,Rural
3020880,43,Rural
3020960,43,Rural
3021000,43,Rural
3021030,43,Rural
3021060,33,Town
3021090,33,Town
3021150,43,Rural
3021240,33,Town
3021270,33,Town
3021330,42,Rural
3021450,33,Town
3021480,42,Rural
3021510,42,Rural
3021540,42,Rural
3021720,42,Rural
3021850,42,Rural
3021870,43,Rural
3021900,43,Rural
3021960,41,Rural
3022080,43,Rural
3022110,43,Rural
3022230,43,Rural
3022260,43,Rural
3022290,43,Rural
3022370,43,Rural
3022410,43,Rural
3022710,43,Rural
3022750,43,Rural
3022790,43,Rural
3022800,43,Rural
3022920,43,Rural
3023040,43,Rural
3023070,43,Rural
3023160,43,Rural
3023340,43,Rural
3023370,43,Rural
3023400,43,Rural
3023520,43,Rural
3023550,43,Rural
3023670,43,Rural
3023730,43,Rural
3023900,33,Town
3023910,33,Town
3023940,42,Rural
3023970,42,Rural
3024150,43,Rural
3024180,43,Rural
3024200,33,Town
3024230,33,Town
3024300,42,Rural
3024330,43,Rural
3024690,42,Rural
3024780,43,Rural
3024810,42,Rural
3024930,43,Rural
3024990,43,Rural
3025020,42,Rural
3025050,42,Rural
3025130,42,Rural
3025140,42,Rural
3025320,43,Rural
3025380,42,Rural
3025470,43,Rural
3025500,43,Rural
3025530,43,Rural
3025560,43,Rural
3025890,23,Suburban
3025950,43,Rural
3026070,43,Rural
3026100,43,Rural
3026160,43,Rural
3026190,43,Rural
3026400,43,Rural
3026460,43,Rural
3026490,43,Rural
3026520,43,Rural
3026550,43,Rural
3026580,43,Rural
3026640,43,Rural
3026670,43,Rural
3026730,43,Rural
3026880,42,Rural
3027060,43,Rural
3027090,43,Rural
3027150,42,Rural
3027270,42,Rural
3027340,43,Rural
3027570,42,Rural
3027630,43,Rural
3027730,43,Rural
3027740,33,Town
3027790,33,Town
3027810,43,Rural
3027840,43,Rural
3027930,43,Rural
3028020,43,Rural
3028140,43,Rural
3028170,43,Rural
3028380,43,Rural
3028470,43,Rural
3028500,43,Rural
3028550,43,Rural
3028590,33,Town
3028620,33,Town
3028650,42,Rural
3028770,43,Rural
3028800,43,Rural
3028830,43,Rural
3028860,41,Rural
3028910,43,Rural
3028911,43,Rural
3100002,32,Town
3100003,42,Rural
3100004,43,Rural
3100006,33,Town
3100008,43,Rural
3100010,42,Rural
3100011,33,Town
3100012,43,Rural
3100015,43,Rural
3100016,13,City
3100018,43,Rural
3100020,43,Rural
3100021,41,Rural
3100022,33,Town
3100023,43,Rural
3100024,43,Rural
3100025,43,Rural
3100029,43,Rural
3100034,31,Town
3100041,42,Rural
3100046,32,Town
3100047,42,Rural
3100051,43,Rural
3100059,11,City
3100065,43,Rural
3100066,43,Rural
3100067,43,Rural
3100070,43,Rural
3100071,43,Rural
3100072,43,Rural
3100073,43,Rural
3100076,43,Rural
3100077,43,Rural
3100080,43,Rural
3100082,43,Rural
3100085,42,Rural
3100088,42,Rural
3100089,42,Rural
3100090,43,Rural
3100091,43,Rural
3100095,32,Town
3100096,43,Rural
3100097,43,Rural
3100098,33,Town
3100099,43,Rural
3100105,43,Rural
3100109,43,Rural
3100110,43,Rural
3100111,43,Rural
3100112,42,Rural
3100114,43,Rural
3100115,42,Rural
3100116,42,Rural
3100117,43,Rural
3100118,43,Rural
3100119,43,Rural
3100120,42,Rural
3100121,42,Rural
3100122,43,Rural
3100123,43,Rural
3100124,43,Rural
3100125,43,Rural
3100129,43,Rural
3100130,43,Rural
3100132,43,Rural
3100133,43,Rural
3100134,43,Rural
3100140,43,Rural
3100141,42,Rural
3100145,11,City
3100146,21,Suburban
3100147,11,City
3100150,11,City
3100151,11,City
3100152,11,City
3100154,43,Rural
3100157,43,Rural
3100160,21,Suburban
3100163,43,Rural
3100165,41,Rural
3100166,41,Rural
3100170,43,Rural
3100172,43,Rural
3100174,32,Town
3100176,43,Rural
3100177,11,City
3100178,42,Rural
3100179,43,Rural
3100181,11,City
3100182,32,Town
3100183,43,Rural
3100184,43,Rural
3100185,43,Rural
3100186,11,City
3100187,43,Rural
3101992,42,Rural
3102770,41,Rural
3102790,43,Rural
3102820,43,Rural
3102880,42,Rural
3102910,33,Town
3103060,43,Rural
3103090,43,Rural
3103120,43,Rural
3103130,42,Rural
3103210,43,Rural
3103330,33,Town
3103360,32,Town
3103420,42,Rural
3103440,43,Rural
3103540,42,Rural
3103600,32,Town
3103810,21,Suburban
3103990,41,Rural
3104020,43,Rural
3104100,32,Town
3104140,43,Rural
3104200,43,Rural
3104290,43,Rural
3104640,43,Rural
3104870,42,Rural
3104920,32,Town
3104950,42,Rural
3104980,33,Town
3105010,43,Rural
3105160,43,Rural
3105280,43,Rural
3105340,33,Town
3105460,33,Town
3105520,43,Rural
3105550,43,Rural
3105630,43,Rural
3105910,43,Rural
3105970,42,Rural
3109120,43,Rural
3119560,42,Rural
3162950,42,Rural
3169840,42,Rural
3170020,42,Rural
3170050,43,Rural
3170110,11,City
3170140,43,Rural
3170220,43,Rural
3170440,33,Town
3170530,33,Town
3170650,42,Rural
3170710,32,Town
3170800,43,Rural
3170980,42,Rural
3171010,42,Rural
3171100,33,Town
3171220,21,Suburban
3171370,42,Rural
3171520,43,Rural
3171550,42,Rural
3171580,32,Town
3171610,43,Rural
3171730,43,Rural
3171820,42,Rural
3171940,33,Town
3172000,42,Rural
3172150,43,Rural
3172210,43,Rural
3172335,42,Rural
3172390,32,Town
3172420,42,Rural
3172480,43,Rural
3172570,43,Rural
3172720,43,Rural
3172780,43,Rural
3172810,33,Town
3172840,11,City
3172910,43,Rural
3172990,42,Rural
3173050,42,Rural
3173090,43,Rural
3173120,43,Rural
3173210,43,Rural
3173230,43,Rural
3173290,41,Rural
3173440,43,Rural
3173470,33,Town
3173500,42,Rural
3173560,43,Rural
3173590,42,Rural
3173600,43,Rural
3173660,43,Rural
3173710,42,Rural
3173740,11,City
3173800,42,Rural
3173830,33,Town
3173890,42,Rural
3174040,43,Rural
3174160,32,Town
3174200,42,Rural
3174220,43,Rural
3174340,43,Rural
3174370,43,Rural
3174430,33,Town
3174580,41,Rural
3174640,43,Rural
3174760,41,Rural
3174820,11,City
3174850,33,Town
3174940,43,Rural
3175000,43,Rural
3175030,43,Rural
3175060,42,Rural
3175210,41,Rural
3175270,21,Suburban
3175330,43,Rural
3175360,43,Rural
3175390,43,Rural
3175510,43,Rural
3175570,43,Rural
3175630,41,Rural
3175660,31,Town
3175690,43,Rural
3175770,42,Rural
3175810,43,Rural
3175900,21,Suburban
3175930,43,Rural
3175960,43,Rural
3175990,43,Rural
3176170,43,Rural
3176380,43,Rural
3176400,43,Rural
3176410,43,Rural
3176450,33,Town
3176470,33,Town
3176560,32,Town
3176590,43,Rural
3176620,42,Rural
3176650,43,Rural
3176710,33,Town
3176800,43,Rural
3176860,22,Suburban
3176980,43,Rural
3177100,43,Rural
3177180,42,Rural
3177190,42,Rural
3177340,43,Rural
3177520,43,Rural
3177550,42,Rural
3177730,43,Rural
3178020,33,Town
3178210,32,Town
3178240,42,Rural
3178260,43,Rural
3178300,42,Rural
3178450,43,Rural
3178520,32,Town
3178540,42,Rural
3178660,11,City
3178670,43,Rural
3178720,42,Rural
3178810,42,Rural
3178840,42,Rural
3178940,42,Rural
3178990,43,Rural
3179050,33,Town
3179080,42,Rural
3180010,32,Town
3180020,41,Rural
3180030,21,Suburban
3180040,32,Town
3180050,32,Town
3180060,42,Rural
3180070,33,Town
3180080,43,Rural
3180090,32,Town
3180100,32,Town
3180110,41,Rural
3180130,33,Town
3180150,33,Town
3180160,33,Town
3180170,43,Rural
3180180,11,City
3180190,11,City
3200001,11,City
3200021,12,City
3200022,11,City
3200023,41,Rural
3200030,33,Town
3200060,11,City
3200090,32,Town
3200120,33,Town
3200150,43,Rural
3200180,43,Rural
3200210,33,Town
3200240,33,Town
3200270,43,Rural
3200300,32,Town
3200330,33,Town
3200360,41,Rural
3200390,13,City
3200420,43,Rural
3200450,42,Rural
3200480,12,City
3200510,33,Town
3300001,23,Suburban
3300002,21,Suburban
3300003,42,Rural
3300007,42,Rural
3300008,23,Suburban
3300009,41,Rural
3300010,41,Rural
3300011,22,Suburban
3300012,41,Rural
3300013,42,Rural
3300014,42,Rural
3300015,43,Rural
3300016,41,Rural
3300017,41,Rural
3300018,33,Town
3300019,42,Rural
3300020,42,Rural
3300021,41,Rural
3300022,42,Rural
3300023,42,Rural
3300024,41,Rural
3300025,42,Rural
3300027,33,Town
3300028,42,Rural
3300030,33,Town
3300031,23,Suburban
3300032,42,Rural
3300033,42,Rural
3300034,43,Rural
3300035,33,Town
3300036,23,Suburban
3300039,41,Rural
3300040,13,City
3300041,31,Town
3300042,41,Rural
3300043,33,Town
3300044,33,Town
3300045,41,Rural
3300046,41,Rural
3300048,23,Suburban
3300049,42,Rural
3300050,22,Suburban
3300616,23,Suburban
3301350,41,Rural
3301380,22,Suburban
3301440,42,Rural
3301470,22,Suburban
3301500,42,Rural
3301560,42,Rural
3301590,41,Rural
3301620,42,Rural
3301650,41,Rural
3301680,42,Rural
3301710,43,Rural
3301740,22,Suburban
3301830,43,Rural
3301860,33,Town
3301890,42,Rural
3301950,31,Town
3302010,41,Rural
3302070,41,Rural
3302100,42,Rural
3302130,41,Rural
3302200,41,Rural
3302250,41,Rural
3302280,42,Rural
3302310,42,Rural
3302340,33,Town
3302370,43,Rural
3302400,43,Rural
3302430,43,Rural
3302460,31,Town
3302480,41,Rural
3302490,32,Town
3302510,43,Rural
3302520,41,Rural
3302550,42,Rural
3302580,42,Rural
3302610,22,Suburban
3302640,23,Suburban
3302670,33,Town
3302730,33,Town
3302760,41,Rural
3302790,41,Rural
3302850,41,Rural
3302870,41,Rural
3302880,41,Rural
3302910,42,Rural
3302940,43,Rural
3302970,23,Suburban
3302990,41,Rural
3303000,41,Rural
3303090,32,Town
3303120,43,Rural
3303150,41,Rural
3303180,41,Rural
3303210,42,Rural
3303240,22,Suburban
3303271,23,Suburban
3303272,41,Rural
3303273,41,Rural
3303274,42,Rural
3303275,42,Rural
3303276,41,Rural
3303277,42,Rural
3303278,41,Rural
3303279,41,Rural
3303280,12,City
3303281,42,Rural
3303282,23,Suburban
3303283,41,Rural
3303284,42,Rural
3303285,42,Rural
3303286,21,Suburban
3303287,41,Rural
3303289,12,City
3303290,12,City
3303291,22,Suburban
3303292,41,Rural
3303293,42,Rural
3303294,41,Rural
3303295,42,Rural
3303296,21,Suburban
3303297,41,Rural
3303298,12,City
3303299,22,Suburban
3303301,32,Town
3303302,13,City
3303303,42,Rural
3303304,41,Rural
3303305,42,Rural
3303306,33,Town
3303307,42,Rural
3303308,12,City
3303309,42,Rural
3303310,42,Rural
3303311,41,Rural
3303312,41,Rural
3303313,31,Town
3303314,22,Suburban
3303330,42,Rural
3303360,42,Rural
3303420,23,Suburban
3303480,21,Suburban
3303510,23,Suburban
3303540,21,Suburban
3303600,41,Rural
3303630,41,Rural
3303640,41,Rural
3303660,43,Rural
3303690,42,Rural
3303720,42,Rural
3303750,32,Town
3303780,42,Rural
3303810,41,Rural
3303840,41,Rural
3303850,41,Rural
3303870,22,Suburban
3303900,42,Rural
3303930,22,Suburban
3303960,42,Rural
3303990,42,Rural
3304030,31,Town
3304040,42,Rural
3304050,32,Town
3304080,41,Rural
3304140,32,Town
3304150,42,Rural
3304170,43,Rural
3304230,33,Town
3304260,43,Rural
3304290,42,Rural
3304350,41,Rural
3304380,41,Rural
3304410,22,Suburban
3304500,42,Rural
3304560,42,Rural
3304590,12,City
3304620,32,Town
3304650,43,Rural
3304670,41,Rural
3304680,42,Rural
3304740,22,Suburban
3304760,31,Town
3304770,41,Rural
3304800,42,Rural
3304830,22,Suburban
3304890,41,Rural
3304920,42,Rural
3304950,41,Rural
3304960,43,Rural
3304980,13,City
3305010,42,Rural
3305040,41,Rural
3305070,23,Suburban
3305190,41,Rural
3305220,42,Rural
3305250,41,Rural
3305280,23,Suburban
3305310,41,Rural
3305370,41,Rural
3305400,43,Rural
3305430,42,Rural
3305460,42,Rural
3305520,23,Suburban
3305550,21,Suburban
3305580,22,Suburban
3305670,43,Rural
3305700,43,Rural
3305730,42,Rural
3305760,42,Rural
3305790,41,Rural
3305820,23,Suburban
3305830,41,Rural
3305880,21,Suburban
3305940,23,Suburban
3305970,23,Suburban
3306000,42,Rural
3306030,23,Suburban
3306060,21,Suburban
3306080,21,Suburban
3306150,21,Suburban
3306180,42,Rural
3306240,23,Suburban
3306260,22,Suburban
3306270,41,Rural
3306330,43,Rural
3306360,43,Rural
3306390,42,Rural
3306420,42,Rural
3306450,43,Rural
3306480,23,Suburban
3306540,41,Rural
3306600,43,Rural
3306660,42,Rural
3306720,21,Suburban
3306750,42,Rural
3306780,42,Rural
3306870,43,Rural
3306900,42,Rural
3306910,43,Rural
3306930,42,Rural
3306990,43,Rural
3307020,42,Rural
3307050,42,Rural
3307115,41,Rural
3307140,42,Rural
3307170,41,Rural
3307200,32,Town
3307230,23,Suburban
3307290,32,Town
3307300,32,Town
3307330,42,Rural
3307360,22,Suburban
3399902,42,Rural
3399903,33,Town
3399904,42,Rural
3399906,33,Town
3399907,43,Rural
3399908,31,Town
3399909,41,Rural
3399910,22,Suburban
3399911,23,Suburban
3399912,22,Suburban
3399914,31,Town
3399915,22,Suburban
3399916,23,Suburban
3399918,32,Town
3399919,22,Suburban
3399920,33,Town
3399921,23,Suburban
3399923,43,Rural
3399926,22,Suburban
3399927,22,Suburban
3399928,21,Suburban
3399929,32,Town
3399930,32,Town
3399932,42,Rural
3399935,33,Town
3399936,42,Rural
3399937,12,City
3399939,22,Suburban
3399940,22,Suburban
3399941,41,Rural
3399942,13,City
3399943,33,Town
3399944,42,Rural
3399945,43,Rural
3399946,31,Town
3399947,41,Rural
3399948,41,Rural
3399949,42,Rural
3399950,23,Suburban
3399951,42,Rural
3399952,23,Suburban
3399953,22,Suburban
3399954,23,Suburban
3399955,21,Suburban
3399956,41,Rural
3399957,21,Suburban
3399958,43,Rural
3399960,42,Rural
3399963,41,Rural
3399964,42,Rural
3399965,41,Rural
3399967,43,Rural
3399968,21,Suburban
3399969,32,Town
3400004,21,Suburban
3400005,41,Rural
3400006,22,Suburban
3400007,21,Suburban
3400008,41,Rural
3400009,21,Suburban
3400014,21,Suburban
3400015,21,Suburban
3400019,22,Suburban
3400020,11,City
3400021,21,Suburban
3400022,11,City
3400023,11,City
3400024,11,City
3400025,11,City
3400026,11,City
3400029,21,Suburban
3400032,21,Suburban
3400033,11,City
3400034,11,City
3400035,11,City
3400036,11,City
3400041,13,City
3400042,21,Suburban
3400043,21,Suburban
3400046,13,City
3400047,13,City
3400048,21,Suburban
3400049,21,Suburban
3400050,21,Suburban
3400051,21,Suburban
3400052,21,Suburban
3400055,41,Rural
3400061,21,Suburban
3400062,41,Rural
3400064,11,City
3400069,41,Rural
3400070,11,City
3400073,11,City
3400076,21,Suburban
3400077,11,City
3400078,13,City
3400079,13,City
3400080,13,City
3400082,42,Rural
3400083,21,Suburban
3400084,11,City
3400085,21,Suburban
3400087,21,Suburban
3400088,21,Suburban
3400089,21,Suburban
3400090,41,Rural
3400660,22,Suburban
3400690,42,Rural
3400715,21,Suburban
3400717,13,City
3400718,21,Suburban
3400719,21,Suburban
3400720,41,Rural
3400723,13,City
3400724,21,Suburban
3400727,11,City
3400729,13,City
3400730,11,City
3400731,21,Suburban
3400734,21,Suburban
3400735,21,Suburban
3400740,21,Suburban
3400741,21,Suburban
3400744,21,Suburban
3400745,21,Suburban
3400746,21,Suburban
3400748,21,Suburban
3400749,23,Suburban
3400750,21,Suburban
3400751,11,City
3400752,21,Suburban
3400753,11,City
3400754,11,City
3400755,11,City
3400756,11,City
3400759,11,City
3400763,13,City
3400764,11,City
3400765,21,Suburban
3400766,13,City
3400767,11,City
3400769,41,Rural
3400770,21,Suburban
3400771,22,Suburban
3400772,13,City
3400773,11,City
3400774,11,City
3400775,13,City
3400776,13,City
3400777,13,City
3400778,21,Suburban
3400779,21,Suburban
3400781,11,City
3400782,31,Town
3400783,22,Suburban
3400784,21,Suburban
3400785,13,City
3400786,21,Suburban
3400787,21,Suburban
3400788,11,City
3400789,13,City
3400790,21,Suburban
3400791,21,Suburban
3400792,11,City
3400793,21,Suburban
3400794,13,City
3400795,21,Suburban
3400796,21,Suburban
3400797,11,City
3400798,21,Suburban
3400799,21,Suburban
3400800,41,Rural
3400801,21,Suburban
3400802,21,Suburban
3400803,41,Rural
3400804,21,Suburban
3400810,42,Rural
3400840,21,Suburban
3400870,21,Suburban
3400900,21,Suburban
3400930,21,Suburban
3400960,13,City
3400990,22,Suburban
3401020,21,Suburban
3401050,21,Suburban
3401110,22,Suburban
3401140,21,Suburban
3401170,21,Suburban
3401200,41,Rural
3401230,21,Suburban
3401260,21,Suburban
3401290,21,Suburban
3401320,41,Rural
3401350,21,Suburban
3401380,21,Suburban
3401410,21,Suburban
3401440,31,Town
3401450,21,Suburban
3401470,21,Suburban
3401500,21,Suburban
3401530,21,Suburban
3401560,21,Suburban
3401590,21,Suburban
3401620,21,Suburban
3401650,21,Suburban
3401710,41,Rural
3401740,21,Suburban
3401770,21,Suburban
3401800,42,Rural
3401830,21,Suburban
3401860,21,Suburban
3401890,21,Suburban
3401920,21,Suburban
3401950,21,Suburban
3401980,21,Suburban
3402030,21,Suburban
3402100,21,Suburban
3402130,21,Suburban
3402160,21,Suburban
3402220,21,Suburban
3402250,31,Town
3402280,21,Suburban
3402310,21,Suburban
3402340,22,Suburban
3402370,21,Suburban
3402400,41,Rural
3402430,21,Suburban
3402440,21,Suburban
3402460,21,Suburban
3402490,21,Suburban
3402520,21,Suburban
3402550,41,Rural
3402580,21,Suburban
3402610,41,Rural
3402640,13,City
3402670,21,Suburban
3402700,23,Suburban
3402730,23,Suburban
3402740,23,Suburban
3402790,21,Suburban
3402800,21,Suburban
3402820,21,Suburban
3402850,21,Suburban
3402880,21,Suburban
3402910,21,Suburban
3403000,21,Suburban
3403060,21,Suburban
3403090,21,Suburban
3403120,21,Suburban
3403150,21,Suburban
3403180,21,Suburban
3403210,21,Suburban
3403240,21,Suburban
3403270,21,Suburban
3403300,21,Suburban
3403330,21,Suburban
3403360,21,Suburban
3403390,21,Suburban
3403420,21,Suburban
3403450,21,Suburban
3403480,41,Rural
3403540,23,Suburban
3403570,21,Suburban
3403600,21,Suburban
3403610,41,Rural
3403620,31,Town
3403630,21,Suburban
3403660,41,Rural
3403690,21,Suburban
3403720,41,Rural
3403750,42,Rural
3403780,21,Suburban
3403810,21,Suburban
3403840,22,Suburban
3403870,21,Suburban
3403900,21,Suburban
3403930,21,Suburban
3403960,42,Rural
3403990,21,Suburban
3404020,21,Suburban
3404050,41,Rural
3404080,41,Rural
3404110,21,Suburban
3404140,21,Suburban
3404170,21,Suburban
3404200,21,Suburban
3404230,21,Suburban
3404290,21,Suburban
3404320,23,Suburban
3404350,21,Suburban
3404380,21,Suburban
3404410,21,Suburban
3404440,21,Suburban
3404470,21,Suburban
3404500,21,Suburban
3404530,22,Suburban
3404560,22,Suburban
3404590,21,Suburban
3404620,41,Rural
3404660,21,Suburban
3404680,31,Town
3404710,21,Suburban
3404740,21,Suburban
3404770,21,Suburban
3404800,11,City
3404830,21,Suburban
3404860,41,Rural
3404890,21,Suburban
3404920,21,Suburban
3404950,21,Suburban
3404980,21,Suburban
3405010,21,Suburban
3405040,41,Rural
3405070,21,Suburban
3405130,21,Suburban
3405190,21,Suburban
3405220,21,Suburban
3405250,21,Suburban
3405280,41,Rural
3405310,21,Suburban
3405340,42,Rural
3405370,21,Suburban
3405400,31,Town
3405430,41,Rural
3405460,41,Rural
3405490,21,Suburban
3405520,41,Rural
3405550,41,Rural
3405580,21,Suburban
3405610,21,Suburban
3405640,21,Suburban
3405670,41,Rural
3405700,31,Town
3405730,22,Suburban
3405760,21,Suburban
3405790,21,Suburban
3405820,21,Suburban
3405850,21,Suburban
3405880,21,Suburban
3405940,21,Suburban
3405970,21,Suburban
3406000,21,Suburban
3406030,21,Suburban
3406040,21,Suburban
3406060,22,Suburban
3406090,41,Rural
3406120,21,Suburban
3406150,42,Rural
3406180,21,Suburban
3406210,21,Suburban
3406240,21,Suburban
3406270,21,Suburban
3406300,21,Suburban
3406330,21,Suburban
3406360,21,Suburban
3406390,21,Suburban
3406420,21,Suburban
3406450,21,Suburban
3406480,31,Town
3406510,22,Suburban
3406540,21,Suburban
3406570,31,Town
3406600,31,Town
3406630,41,Rural
3406660,21,Suburban
3406690,21,Suburban
3406720,41,Rural
3406780,31,Town
3406810,41,Rural
3406840,21,Suburban
3406870,21,Suburban
3406900,21,Suburban
3406930,21,Suburban
3406960,21,Suburban
3406990,21,Suburban
3407050,21,Suburban
3407110,21,Suburban
3407140,41,Rural
3407170,21,Suburban
3407200,21,Suburban
3407230,21,Suburban
3407260,21,Suburban
3407290,21,Suburban
3407320,21,Suburban
3407350,21,Suburban
3407380,41,Rural
3407410,21,Suburban
3407440,21,Suburban
3407470,41,Rural
3407500,41,Rural
3407530,21,Suburban
3407560,21,Suburban
3407570,11,City
3407590,21,Suburban
3407680,21,Suburban
3407710,21,Suburban
3407740,21,Suburban
3407770,21,Suburban
3407800,41,Rural
3407830,11,City
3407860,21,Suburban
3407890,21,Suburban
3407920,21,Suburban
3407950,21,Suburban
3407980,41,Rural
3408010,41,Rural
3408040,21,Suburban
3408060,41,Rural
3408070,41,Rural
3408100,21,Suburban
3408130,41,Rural
3408160,21,Suburban
3408190,21,Suburban
3408220,13,City
3408280,21,Suburban
3408310,21,Suburban
3408340,21,Suburban
3408370,41,Rural
3408400,21,Suburban
3408430,21,Suburban
3408460,41,Rural
3408490,21,Suburban
3408500,21,Suburban
3408520,21,Suburban
3408580,21,Suburban
3408610,21,Suburban
3408640,21,Suburban
3408670,22,Suburban
3408700,31,Town
3408730,21,Suburban
3408760,21,Suburban
3408790,21,Suburban
3408820,21,Suburban
3408850,21,Suburban
3408880,21,Suburban
3408910,21,Suburban
3408940,21,Suburban
3409000,41,Rural
3409030,42,Rural
3409090,41,Rural
3409120,21,Suburban
3409150,23,Suburban
3409180,21,Suburban
3409210,21,Suburban
3409240,21,Suburban
3409270,21,Suburban
3409300,21,Suburban
3409330,21,Suburban
3409360,22,Suburban
3409390,21,Suburban
3409420,21,Suburban
3409450,21,Suburban
3409480,41,Rural
3409510,41,Rural
3409540,41,Rural
3409550,42,Rural
3409600,21,Suburban
3409630,21,Suburban
3409660,21,Suburban
3409690,22,Suburban
3409720,21,Suburban
3409750,21,Suburban
3409780,41,Rural
3409810,21,Suburban
3409840,21,Suburban
3409870,21,Suburban
3409900,21,Suburban
3409930,21,Suburban
3409950,21,Suburban
3409960,21,Suburban
3409990,21,Suburban
3410020,41,Rural
3410050,21,Suburban
3410080,21,Suburban
3410110,21,Suburban
3410140,21,Suburban
3410170,31,Town
3410200,21,Suburban
3410230,21,Suburban
3410290,21,Suburban
3410320,23,Suburban
3410350,21,Suburban
3410380,21,Suburban
3410440,21,Suburban
3410470,21,Suburban
3410500,41,Rural
3410530,41,Rural
3410560,21,Suburban
3410590,21,Suburban
3410620,21,Suburban
3410650,21,Suburban
3410680,21,Suburban
3410710,21,Suburban
3410720,21,Suburban
3410740,21,Suburban
3410770,21,Suburban
3410810,21,Suburban
3410860,21,Suburban
3410890,21,Suburban
3410920,21,Suburban
3410950,21,Suburban
3410980,21,Suburban
3411010,21,Suburban
3411040,21,Suburban
3411070,41,Rural
3411100,21,Suburban
3411130,21,Suburban
3411160,21,Suburban
3411190,21,Suburban
3411220,13,City
3411250,31,Town
3411280,21,Suburban
3411310,21,Suburban
3411340,11,City
3411400,31,Town
3411430,21,Suburban
3411460,21,Suburban
3411490,21,Suburban
3411520,21,Suburban
3411550,21,Suburban
3411580,41,Rural
3411610,21,Suburban
3411640,21,Suburban
3411670,23,Suburban
3411700,41,Rural
3411730,21,Suburban
3411760,21,Suburban
3411790,22,Suburban
3411820,21,Suburban
3411850,21,Suburban
3411880,21,Suburban
3411910,21,Suburban
3411940,21,Suburban
3411970,13,City
3411980,21,Suburban
3412030,21,Suburban
3412060,21,Suburban
3412090,41,Rural
3412120,21,Suburban
3412150,31,Town
3412180,21,Suburban
3412210,41,Rural
3412240,21,Suburban
3412260,21,Suburban
3412270,21,Suburban
3412300,31,Town
3412360,21,Suburban
3412390,21,Suburban
3412420,21,Suburban
3412450,21,Suburban
3412480,21,Suburban
3412510,21,Suburban
3412540,21,Suburban
3412570,21,Suburban
3412600,21,Suburban
3412630,21,Suburban
3412660,21,Suburban
3412690,21,Suburban
3412720,21,Suburban
3412810,41,Rural
3412840,21,Suburban
3412870,21,Suburban
3412900,21,Suburban
3412930,21,Suburban
3412960,21,Suburban
3412990,21,Suburban
3413000,41,Rural
3413050,21,Suburban
3413080,21,Suburban
3413110,41,Rural
3413140,21,Suburban
3413200,22,Suburban
3413230,41,Rural
3413260,41,Rural
3413290,21,Suburban
3413320,21,Suburban
3413350,21,Suburban
3413380,22,Suburban
3413410,21,Suburban
3413470,21,Suburban
3413500,41,Rural
3413530,21,Suburban
3413560,21,Suburban
3413590,21,Suburban
3413620,21,Suburban
3413650,21,Suburban
3413680,21,Suburban
3413710,41,Rural
3413740,21,Suburban
3413750,21,Suburban
3413770,21,Suburban
3413800,21,Suburban
3413830,21,Suburban
3413860,21,Suburban
3413890,21,Suburban
3413950,21,Suburban
3413980,21,Suburban
3414010,21,Suburban
3414040,21,Suburban
3414070,21,Suburban
3414100,21,Suburban
3414130,21,Suburban
3414220,41,Rural
3414250,21,Suburban
3414280,21,Suburban
3414310,21,Suburban
3414340,21,Suburban
3414370,21,Suburban
3414400,21,Suburban
3414430,21,Suburban
3414460,21,Suburban
3414490,21,Suburban
3414520,21,Suburban
3414550,31,Town
3414580,41,Rural
3414610,42,Rural
3414640,21,Suburban
3414670,21,Suburban
3414730,21,Suburban
3414790,21,Suburban
3414850,21,Suburban
3414880,21,Suburban
3414940,21,Suburban
3414970,21,Suburban
3415000,21,Suburban
3415030,22,Suburban
3415060,21,Suburban
3415090,21,Suburban
3415120,21,Suburban
3415180,21,Suburban
3415210,21,Suburban
3415240,21,Suburban
3415270,41,Rural
3415330,21,Suburban
3415360,21,Suburban
3415390,21,Suburban
3415420,21,Suburban
3415450,41,Rural
3415480,21,Suburban
3415510,41,Rural
3415540,21,Suburban
3415570,21,Suburban
3415600,21,Suburban
3415630,21,Suburban
3415660,41,Rural
3415690,21,Suburban
3415720,21,Suburban
3415750,41,Rural
3415810,22,Suburban
3415840,41,Rural
3415870,21,Suburban
3415900,21,Suburban
3415930,41,Rural
3415960,41,Rural
3415990,21,Suburban
3416020,21,Suburban
3416080,21,Suburban
3416110,21,Suburban
