leaid,locale,locale2
0601479,11,City
0601480,11,City
0601481,12,City
0601482,42,Rural
0601483,11,City
0601484,11,City
0601485,12,City
0601486,11,City
0601487,12,City
0601488,11,City
0601489,21,Suburban
0601490,11,City
0601491,11,City
0601492,11,City
0601493,11,City
0601494,11,City
0601495,21,Suburban
0601496,11,City
0601497,33,Town
0601498,11,City
0601499,32,Town
0601500,21,Suburban
0601501,32,Town
0601502,21,Suburban
0601503,11,City
0601504,11,City
0601505,21,Suburban
0601506,43,Rural
0601507,11,City
0601508,12,City
0601509,21,Suburban
0601510,11,City
0601511,42,Rural
0601512,41,Rural
0601513,13,City
0601514,11,City
0601515,11,City
0601516,42,Rural
0601517,12,City
0601518,11,City
0601519,11,City
0601520,21,Suburban
0601521,42,Rural
0601522,11,City
0601523,21,Suburban
0601524,21,Suburban
0601525,21,Suburban
0601526,11,City
0601527,11,City
0601528,22,Suburban
0601529,11,City
0601530,11,City
0601531,22,Suburban
0601532,11,City
0601533,11,City
0601534,11,City
0601535,11,City
0601536,11,City
0601537,21,Suburban
0601538,11,City
0601539,21,Suburban
0601540,21,Suburban
0601541,11,City
0601542,21,Suburban
0601543,21,Suburban
0601544,21,Suburban
0601545,11,City
0601546,11,City
0601547,21,Suburban
0601548,11,City
0601549,13,City
0601550,11,City
0601551,11,City
0601552,11,City
0601553,21,Suburban
0601554,13,City
0601555,32,Town
0601556,33,Town
0601557,21,Suburban
0601558,12,City
0601559,42,Rural
0601560,21,Suburban
0601561,11,City
0601562,21,Suburban
0601563,23,Suburban
0601564,11,City
0601565,11,City
0601566,42,Rural
0601567,22,Suburban
0601568,11,City
0601569,11,City
0601570,22,Suburban
0601571,11,City
0601572,11,City
0601573,11,City
0601574,42,Rural
0601575,11,City
0601576,11,City
0601577,32,Town
0601578,21,Suburban
0601579,21,Suburban
0601580,11,City
0601581,33,Town
0601582,12,City
0601583,11,City
0601584,11,City
0601585,11,City
0601586,11,City
0601587,21,Suburban
0601588,11,City
0601589,21,Suburban
0601590,11,City
0601591,11,City
0601592,12,City
0601593,11,City
0601594,11,City
0601595,13,City
0601596,11,City
0601597,11,City
0601598,11,City
0601599,11,City
0601600,21,Suburban
0601601,21,Suburban
0601602,12,City
0601603,12,City
0601604,21,Suburban
0601605,21,Suburban
0601606,32,Town
0601607,41,Rural
0601608,21,Suburban
0601609,11,City
0601610,33,Town
0601611,11,City
0601612,11,City
0601613,11,City
0601614,11,City
0601615,31,Town
0601616,22,Suburban
0601617,21,Suburban
0601618,32,Town
0601619,11,City
0601620,21,Suburban
0601621,11,City
0601622,21,Suburban
0601623,11,City
0601624,21,Suburban
0601625,21,Suburban
0601626,11,City
0601627,11,City
0601628,11,City
0601629,21,Suburban
0601630,21,Suburban
0601631,23,Suburban
0601632,33,Town
0601633,11,City
0601634,33,Town
0601635,11,City
0601636,11,City
0601637,11,City
0601638,21,Suburban
0601639,42,Rural
0601640,21,Suburban
0601641,21,Suburban
0601642,21,Suburban
0601643,21,Suburban
0601644,43,Rural
0601645,21,Suburban
0601646,43,Rural
0601647,12,City
0601648,21,Suburban
0601649,21,Suburban
0601650,21,Suburban
0601651,11,City
0601652,11,City
0601653,21,Suburban
0601654,11,City
0601655,21,Suburban
0601656,11,City
0601657,11,City
0601658,11,City
0601659,11,City
0601660,21,Suburban
0601661,23,Suburban
0601662,11,City
0601663,12,City
0601664,21,Suburban
0601665,13,City
0601666,21,Suburban
0601667,21,Suburban
0601668,11,City
0601669,21,Suburban
0601670,21,Suburban
0601671,11,City
0601672,21,Suburban
0601673,12,City
0601674,21,Suburban
0601675,12,City
0601676,12,City
0601677,11,City
0601678,11,City
0601679,11,City
0601680,31,Town
0601681,11,City
0601682,41,Rural
0601683,21,Suburban
0601684,11,City
0601685,12,City
0601686,21,Suburban
0601687,11,City
0601688,21,Suburban
0601689,21,Suburban
0601690,11,City
0601691,11,City
0601692,31,Town
0601693,11,City
0601694,11,City
0601695,21,Suburban
0601696,21,Suburban
0601697,11,City
0601698,23,Suburban
0601699,11,City
0601700,11,City
0601701,41,Rural
0601702,11,City
0601703,13,City
0601704,11,City
0601705,21,Suburban
0601706,11,City
0601707,21,Suburban
0601708,11,City
0601709,21,Suburban
0601710,21,Suburban
0601711,12,City
0601712,12,City
0601713,11,City
0601714,11,City
0601715,21,Suburban
0601716,22,Suburban
0601717,11,City
0601718,11,City
0601719,41,Rural
0601720,11,City
0601721,11,City
0601722,21,Suburban
0601723,11,City
0601724,13,City
0601725,21,Suburban
0601726,21,Suburban
0601727,12,City
0601728,13,City
0601729,11,City
0601730,21,Suburban
0601731,11,City
0601732,11,City
0601733,12,City
0601734,22,Suburban
0601735,11,City
0601736,11,City
0601737,21,Suburban
0601738,11,City
0601739,21,Suburban
0601740,42,Rural
0601741,11,City
0601742,11,City
0601743,31,Town
0601744,13,City
0601745,22,Suburban
0601746,42,Rural
0601747,11,City
0601748,11,City
0601749,11,City
0601750,11,City
0601751,31,Town
0601752,43,Rural
0601753,11,City
0601754,11,City
0601755,11,City
0601756,41,Rural
0601757,21,Suburban
0601758,11,City
0601759,13,City
0601760,11,City
0601761,11,City
0601762,32,Town
0601763,21,Suburban
0601764,21,Suburban
0601765,13,City
0601766,11,City
0601767,11,City
0601768,11,City
0601769,11,City
0601770,21,Suburban
0601771,23,Suburban
0601772,12,City
0601773,33,Town
0601774,11,City
0601775,11,City
0601776,21,Suburban
0601777,21,Suburban
0601778,12,City
0601779,41,Rural
0601780,32,Town
0601781,21,Suburban
0601782,11,City
0601783,12,City
0601784,21,Suburban
0601785,11,City
0601786,11,City
0601787,11,City
0601788,11,City
0601789,11,City
0601790,12,City
0601791,11,City
0601792,11,City
0601793,13,City
0601794,21,Suburban
0601795,11,City
0601796,21,Suburban
0601797,11,City
0601798,11,City
0601799,11,City
0601800,41,Rural
0601801,11,City
0601802,22,Suburban
0601803,21,Suburban
0601804,11,City
0601805,22,Suburban
0601806,41,Rural
0601807,12,City
0601808,11,City
0601809,11,City
0601810,22,Suburban
0601811,31,Town
0601812,41,Rural
0601813,41,Rural
0601814,41,Rural
0601815,12,City
0601816,11,City
0601817,11,City
0601818,21,Suburban
0601819,11,City
0601820,41,Rural
0601821,21,Suburban
0601822,21,Suburban
0601823,21,Suburban
0601824,11,City
0601825,21,Suburban
0601826,12,City
0601827,11,City
0601828,21,Suburban
0601829,11,City
0601830,21,Suburban
0601831,23,Suburban
0601832,23,Suburban
0601833,11,City
0601834,11,City
0601835,11,City
0601836,21,Suburban
0601837,11,City
0601838,21,Suburban
0601839,11,City
0601840,33,Town
0601841,21,Suburban
0601842,21,Suburban
0601843,13,City
0601844,11,City
0601845,23,Suburban
0601846,11,City
0601847,21,Suburban
0601848,11,City
0601849,11,City
0601850,11,City
0601851,21,Suburban
0601852,11,City
0601853,42,Rural
0601854,21,Suburban
0601855,21,Suburban
0601856,23,Suburban
0601857,21,Suburban
0601858,11,City
0601859,21,Suburban
0601860,21,Suburban
0601861,11,City
0601862,11,City
0601863,11,City
0601864,11,City
0601865,11,City
0601866,11,City
0601867,11,City
0601868,41,Rural
0601869,12,City
0601870,12,City
0601871,11,City
0601872,21,Suburban
0601873,11,City
0601874,41,Rural
0601875,12,City
0601876,11,City
0601877,33,Town
0601878,11,City
0601879,12,City
0601880,11,City
0601881,11,City
0601882,33,Town
0601883,11,City
0601884,22,Suburban
0601885,11,City
0601886,11,City
0601887,21,Suburban
0601888,23,Suburban
0601889,11,City
0601890,41,Rural
0601891,11,City
0601892,21,Suburban
0601893,11,City
0601894,12,City
0601895,42,Rural
0601896,11,City
0601897,33,Town
0601898,11,City
0601899,11,City
0601900,11,City
0601901,21,Suburban
0601902,11,City
0601903,31,Town
0601904,21,Suburban
0601905,11,City
0601906,11,City
0601907,11,City
0601908,12,City
0601909,33,Town
0601911,21,Suburban
0601912,21,Suburban
0601913,41,Rural
0601914,21,Suburban
0601915,12,City
0601916,33,Town
0601917,11,City
0601918,11,City
0601919,12,City
0601920,21,Suburban
0601921,21,Suburban
0601922,33,Town
0601923,11,City
0601924,21,Suburban
0601925,11,City
0601926,11,City
0601927,13,City
0601928,21,Suburban
0601929,21,Suburban
0601931,33,Town
0601932,11,City
0601933,23,Suburban
0601934,11,City
0601935,21,Suburban
0601936,21,Suburban
0601937,11,City
0601938,22,Suburban
0601939,11,City
0601940,21,Suburban
0601941,32,Town
0601942,33,Town
0601943,42,Rural
0601944,11,City
0601945,21,Suburban
0601946,11,City
0601947,21,Suburban
0601948,11,City
0601949,12,City
0601950,12,City
0601951,32,Town
0601952,11,City
0601953,11,City
0601954,21,Suburban
0601955,11,City
0601956,12,City
0601957,11,City
0601958,11,City
0601959,11,City
0601960,11,City
0601961,21,Suburban
0601962,21,Suburban
0601963,11,City
0601964,22,Suburban
0601965,21,Suburban
0601966,12,City
0601967,11,City
0601968,11,City
0601969,21,Suburban
0601970,21,Suburban
0601971,11,City
0601972,31,Town
0601973,21,Suburban
0601974,11,City
0601975,41,Rural
0601976,21,Suburban
0601977,12,City
0601978,41,Rural
0601979,41,Rural
0601980,42,Rural
0601981,21,Suburban
0601982,42,Rural
0601983,41,Rural
0601984,22,Suburban
0601985,12,City
0601986,21,Suburban
0601987,11,City
0601988,21,Suburban
0601989,42,Rural
0601990,22,Suburban
0601991,21,Suburban
0601992,21,Suburban
0601993,11,City
0601994,11,City
0601995,33,Town
0601996,13,City
0601997,13,City
0601998,21,Suburban
0601999,33,Town
0602000,11,City
0602001,41,Rural
0602002,11,City
0602003,11,City
0602004,21,Suburban
0602005,42,Rural
0602006,21,Suburban
0602007,21,Suburban
0602008,11,City
0602009,21,Suburban
0602010,42,Rural
0602011,13,City
0602012,12,City
0602013,11,City
0602014,41,Rural
0602015,11,City
0602016,21,Suburban
0602017,11,City
0602018,21,Suburban
0602019,11,City
0602020,11,City
0602021,32,Town
0602022,13,City
0602023,11,City
0602024,41,Rural
0602025,11,City
0602026,21,Suburban
0602027,21,Suburban
0602028,23,Suburban
0602029,12,City
0602030,13,City
0602031,12,City
0602032,11,City
0602033,13,City
0602034,13,City
0602035,21,Suburban
0602036,41,Rural
0602037,21,Suburban
0602038,11,City
0602039,33,Town
0602040,21,Suburban
0602041,11,City
0602042,22,Suburban
0602043,11,City
0602044,21,Suburban
0602045,11,City
0602046,11,City
0602047,11,City
0602048,21,Suburban
0602049,11,City
0602050,11,City
0602051,11,City
0602052,21,Suburban
0602053,41,Rural
0602054,11,City
0602055,22,Suburban
0602056,21,Suburban
0602057,32,Town
0602058,33,Town
0602059,11,City
0602060,21,Suburban
0602061,41,Rural
0602062,42,Rural
0602063,21,Suburban
0602064,11,City
0602065,21,Suburban
0602066,21,Suburban
0602067,21,Suburban
0602068,21,Suburban
0602069,11,City
0602070,42,Rural
0602071,21,Suburban
0602072,33,Town
0602073,21,Suburban
0602074,21,Suburban
0602075,21,Suburban
0602076,21,Suburban
0602077,11,City
0602078,11,City
0602079,11,City
0602080,21,Suburban
0602081,21,Suburban
0602082,11,City
0602083,11,City
0602084,21,Suburban
0602085,11,City
0602086,21,Suburban
0602087,11,City
0602088,21,Suburban
0602089,12,City
0602090,11,City
0602091,31,Town
0602092,11,City
0602093,11,City
0602094,11,City
0602095,21,Suburban
0602096,11,City
0602097,41,Rural
0602098,21,Suburban
0602099,11,City
0602100,21,Suburban
0602101,21,Suburban
0602102,11,City
0602103,11,City
0602104,31,Town
0602105,11,City
0602106,11,City
0602107,23,Suburban
0602108,21,Suburban
0602109,32,Town
0602110,11,City
0602111,11,City
0602112,11,City
0602113,12,City
0602114,21,Suburban
0602115,12,City
0602116,11,City
0602117,13,City
0602118,11,City
0602119,11,City
0602120,22,Suburban
0602121,21,Suburban
0602122,21,Suburban
0602123,13,City
0602124,11,City
0602125,12,City
0602126,11,City
0602127,42,Rural
0602128,11,City
0602129,21,Suburban
0602130,11,City
0602131,11,City
0602132,23,Suburban
0602133,31,Town
0602134,22,Suburban
0602135,11,City
0602136,11,City
0602137,21,Suburban
0602138,11,City
0602139,11,City
0602140,11,City
0602141,12,City
0602142,21,Suburban
0602143,11,City
0602144,11,City
0602145,11,City
0602146,21,Suburban
0602147,21,Suburban
0602148,11,City
0602149,21,Suburban
0602150,13,City
0602151,11,City
0602152,21,Suburban
0602153,23,Suburban
0602154,11,City
0602155,11,City
0602156,21,Suburban
0602157,22,Suburban
0602158,12,City
0602159,21,Suburban
0602160,21,Suburban
0602161,23,Suburban
0602162,21,Suburban
0602163,11,City
0602164,11,City
0602165,11,City
0602166,11,City
0602167,11,City
0602168,33,Town
0602169,12,City
0602170,31,Town
0602171,22,Suburban
0602172,11,City
0602173,21,Suburban
0602174,41,Rural
0602175,13,City
0602176,11,City
0602177,13,City
0602178,11,City
0602179,21,Suburban
0602180,21,Suburban
0602181,21,Suburban
0602182,11,City
0602183,21,Suburban
0602184,11,City
0602185,11,City
0602186,11,City
0602187,21,Suburban
0602188,11,City
0602189,11,City
0602190,11,City
0602191,11,City
0602192,11,City
0602193,12,City
0602194,13,City
0602195,21,Suburban
0602196,11,City
0602197,32,Town
0602198,11,City
0602199,21,Suburban
0602200,11,City
0602201,13,City
0602202,11,City
0602203,21,Suburban
0602204,41,Rural
0602205,11,City
0602206,11,City
0602207,12,City
0602208,11,City
0602209,12,City
0602210,21,Suburban
0602211,21,Suburban
0602212,11,City
0602213,11,City
0602214,12,City
0602215,21,Suburban
0602216,41,Rural
0602217,11,City
0602218,21,Suburban
0602219,21,Suburban
0602220,23,Suburban
0602221,11,City
0602222,11,City
0602223,11,City
0602224,41,Rural
0602225,13,City
0602226,11,City
0602227,11,City
0602228,11,City
0602229,21,Suburban
0602230,11,City
0602231,21,Suburban
0602232,11,City
0602233,11,City
0602234,21,Suburban
0602235,11,City
0602236,11,City
0602237,11,City
0602238,12,City
0602239,13,City
0602240,11,City
0602241,11,City
0602242,11,City
0602243,21,Suburban
0602244,21,Suburban
0602245,11,City
0602246,42,Rural
0602247,21,Suburban
0602248,21,Suburban
0602249,11,City
0602250,42,Rural
0602251,11,City
0602252,31,Town
0602253,41,Rural
0602254,11,City
0602255,11,City
0602256,21,Suburban
0602257,21,Suburban
0602258,21,Suburban
0602259,11,City
0602260,31,Town
0602261,12,City
0602262,21,Suburban
0602263,21,Suburban
0602264,11,City
0602265,11,City
0602266,11,City
0602267,33,Town
0602268,21,Suburban
0602269,21,Suburban
0602270,11,City
0602271,12,City
0602272,12,City
0602273,41,Rural
0602274,41,Rural
0602275,11,City
0602276,11,City
0602277,13,City
0602278,13,City
0602279,11,City
0602280,11,City
0602281,43,Rural
0602282,12,City
0602283,11,City
0602284,11,City
0602285,21,Suburban
0602286,21,Suburban
0602287,13,City
0602288,12,City
0602289,11,City
0602290,21,Suburban
0602291,11,City
0602292,11,City
0602293,21,Suburban
0602294,11,City
0602295,21,Suburban
0602296,42,Rural
0602297,11,City
0602298,21,Suburban
0602299,41,Rural
0602300,11,City
0602301,12,City
0602302,11,City
0602303,11,City
0602304,31,Town
0602305,11,City
0602306,13,City
0602307,21,Suburban
0602308,11,City
0602309,21,Suburban
0602310,11,City
0602311,21,Suburban
0602312,21,Suburban
0602313,12,City
0602314,21,Suburban
0602315,41,Rural
0602316,22,Suburban
0602317,11,City
0602318,41,Rural
0602319,11,City
0602320,32,Town
0602321,11,City
0602322,11,City
0602323,21,Suburban
0602324,13,City
0602325,11,City
0602326,21,Suburban
0602327,21,Suburban
0602328,42,Rural
0602329,11,City
0602330,12,City
0602331,21,Suburban
0602332,11,City
0602333,12,City
0602334,12,City
0602335,11,City
0602336,13,City
0602337,43,Rural
0602338,22,Suburban
0602339,31,Town
0602340,11,City
0602341,11,City
0602342,21,Suburban
0602343,13,City
0602344,11,City
0602345,11,City
0602346,11,City
0602347,12,City
0602348,11,City
0602349,11,City
0602350,11,City
0602351,11,City
0602352,11,City
0602353,13,City
0602354,21,Suburban
0602355,21,Suburban
0602356,11,City
0602357,21,Suburban
0602358,21,Suburban
0602359,12,City
0602360,42,Rural
0602361,21,Suburban
0602362,11,City
0602363,12,City
0602364,11,City
0602365,32,Town
0602366,42,Rural
0602367,11,City
0602368,11,City
0602369,21,Suburban
0602370,42,Rural
0602371,11,City
0602372,21,Suburban
0602373,11,City
0602374,11,City
0602375,11,City
0602376,11,City
0602377,13,City
0602378,12,City
0602379,11,City
0602380,11,City
0602381,21,Suburban
0602382,11,City
0602383,11,City
0602384,21,Suburban
0602385,41,Rural
0602386,21,Suburban
0602387,11,City
0602388,23,Suburban
0602389,11,City
0602390,22,Suburban
0602391,42,Rural
0602392,11,City
0602393,21,Suburban
0602394,12,City
0602395,11,City
0602396,11,City
0602397,11,City
0602398,21,Suburban
0602399,12,City
0602400,42,Rural
0602401,12,City
0602402,21,Suburban
0602403,21,Suburban
0602404,11,City
0602405,11,City
0602406,12,City
0602407,21,Suburban
0602408,21,Suburban
0602409,11,City
0602410,11,City
0602411,42,Rural
0602412,41,Rural
0602413,11,City
0602414,33,Town
0602415,21,Suburban
0602416,21,Suburban
0602417,11,City
0602418,11,City
0602419,21,Suburban
0602420,32,Town
0602421,12,City
0602422,42,Rural
0602423,12,City
0602424,41,Rural
0602425,11,City
0602426,11,City
0602427,21,Suburban
0602428,13,City
0602429,11,City
0602430,11,City
0602431,21,Suburban
0602432,21,Suburban
0602433,21,Suburban
0602434,11,City
0602435,21,Suburban
0602436,21,Suburban
0602437,21,Suburban
0602438,12,City
0602439,11,City
0602440,12,City
0602441,21,Suburban
0602442,11,City
0602443,21,Suburban
0602444,11,City
0602445,11,City
0602446,11,City
0602447,11,City
0602448,11,City
0602449,21,Suburban
0602450,32,Town
0602451,22,Suburban
0602452,11,City
0602453,11,City
0602454,31,Town
0602455,11,City
0602456,11,City
0602457,21,Suburban
0602458,11,City
0602459,11,City
0602460,11,City
0602461,11,City
0602462,11,City
0602463,13,City
0602464,12,City
0602465,12,City
0602466,21,Suburban
0602467,13,City
0602468,11,City
0602469,22,Suburban
0602470,21,Suburban
0602471,21,Suburban
0602472,21,Suburban
0602473,21,Suburban
0602474,11,City
0602475,11,City
0602476,21,Suburban
0602477,21,Suburban
0602478,11,City
0602479,11,City
0602480,13,City
0602481,21,Suburban
0602482,41,Rural
0602483,12,City
0602484,11,City
0602485,12,City
0602486,21,Suburban
0602487,13,City
0602488,43,Rural
0602489,11,City
0602491,21,Suburban
0602492,31,Town
0602493,11,City
0602494,21,Suburban
0602495,21,Suburban
0602496,21,Suburban
0602497,13,City
0602498,21,Suburban
0602499,13,City
0602500,13,City
0602501,42,Rural
0602502,21,Suburban
0602503,11,City
0602504,11,City
0602505,13,City
0602506,13,City
0602507,12,City
0602508,23,Suburban
0602509,11,City
0602510,13,City
0602511,41,Rural
0602512,23,Suburban
0602513,41,Rural
0602514,21,Suburban
0602515,11,City
0602516,42,Rural
0602517,22,Suburban
0602518,21,Suburban
0602519,11,City
0602520,41,Rural
0602521,12,City
0602522,11,City
0602523,12,City
0602524,21,Suburban
0602525,21,Suburban
0602610,11,City
0602630,11,City
0602670,21,Suburban
0602700,42,Rural
0602730,43,Rural
0602760,32,Town
0602820,21,Suburban
0602850,21,Suburban
0602970,13,City
0603000,33,Town
0603030,33,Town
0603060,41,Rural
0603090,43,Rural
0603180,23,Suburban
0603270,31,Town
0603300,23,Suburban
0603420,22,Suburban
0603480,31,Town
0603600,21,Suburban
0603610,43,Rural
0603630,11,City
0603690,21,Suburban
0603720,41,Rural
0603750,41,Rural
0603780,42,Rural
0603840,21,Suburban
0603870,41,Rural
0604020,32,Town
0604080,42,Rural
0604110,21,Suburban
0604200,21,Suburban
0604230,32,Town
0604260,21,Suburban
0604290,21,Suburban
0604350,41,Rural
0604380,21,Suburban
0604440,21,Suburban
0604500,41,Rural
0604530,21,Suburban
0604560,43,Rural
0604620,22,Suburban
0604650,12,City
0604740,12,City
0604800,11,City
0604830,21,Suburban
0604860,43,Rural
0604890,43,Rural
0604950,43,Rural
0604980,43,Rural
0605010,43,Rural
0605040,42,Rural
0605190,43,Rural
0605220,42,Rural
0605240,42,Rural
0605250,42,Rural
0605280,41,Rural
0605400,41,Rural
0605490,42,Rural
0605520,42,Rural
0605580,12,City
0605610,21,Suburban
0605640,41,Rural
0605700,42,Rural
0605730,42,Rural
0605790,31,Town
0605820,31,Town
0605880,21,Suburban
0605910,21,Suburban
0605940,32,Town
0606000,43,Rural
0606030,41,Rural
0606060,21,Suburban
0606090,41,Rural
0606100,41,Rural
0606270,21,Suburban
0606330,32,Town
0606360,21,Suburban
0606390,11,City
0606420,41,Rural
0606450,12,City
0606480,21,Suburban
0606510,43,Rural
0606540,42,Rural
